PMID	Sourceid	xQTL	Tissue	Population	Sample_size	Journal	Year	Genome	Describe	Title	Reduced-WGS
28165464	446	eQTL	Blood	MIX	468	nature communications	2017	hg19/hg38		Genome-wide association analysis implicates dysregulation of immunity genes in chronic lymphocytic leukaemia	No
28171656	447	eQTL	Lymphocyte	EUR	326	Human molecular genetics	2016	hg19/hg38		Epistasis and destabilizing mutations shape gene expression variability in humans via distinct modes of action	No
28181565	448	eQTL	Blood	EUR	232	Scientific reports	2017	hg19/hg38		Genetic susceptibility variants for lung cancer: replication study and assessment as expression quantitative trait loci	No
28193859	449	eQTL	Pancreas	MIX	31	Proceedings of the National Academy of Sciences of the United States of America	2017	hg19/hg38		Genetic regulatory signatures underlying islet gene expression and type 2 diabetes	No
28249171	450	eQTL	Lymphocyte	EUR	373	Cell reports	2017	hg19/hg38		cis-Acting Complex-Trait-Associated lincRNA Expression Correlates with Modulation of Chromosomal Architecture	No
28257690	451	eQTL	Adipose-Subcutaneous	EUR	770	American journal of human genetics	2017	hg19/hg38		Genetic Regulation of Adipose Gene Expression and Cardio-Metabolic Traits	No
28282383	452	eQTL	Lymphocyte	EUR	379	PLoS genetics	2017	hg19/hg38		Shared regulatory sites are abundant in the human genome and shed light on genome evolution and disease pleiotropy	No
28285768	453	eQTL	Blood	MIX	5257	American journal of human genetics	2017	hg19/hg38	cis	Dynamic Role of trans Regulation of Gene Expression in Relation to Complex Traits	No
28285768	454	eQTL	Blood	MIX	5257	American journal of human genetics	2017	hg19/hg38	trans	Dynamic Role of trans Regulation of Gene Expression in Relation to Complex Traits	No
28320757	455	eQTL	Artery	EUR	370	Circulation. Cardiovascular genetics	2017	hg19/hg38		Additional Candidate Genes for Human Atherosclerotic Disease Identified Through Annotation Based on Chromatin Organization	No
28320757	456	eQTL	Artery-Aorta	EUR	370	Circulation. Cardiovascular genetics	2017	hg19/hg38		Additional Candidate Genes for Human Atherosclerotic Disease Identified Through Annotation Based on Chromatin Organization	No
28320757	457	eQTL	Blood-Monocyte	EUR	370	Circulation. Cardiovascular genetics	2017	hg19/hg38		Additional Candidate Genes for Human Atherosclerotic Disease Identified Through Annotation Based on Chromatin Organization	No
28334860	458	eQTL	Brain-Hippocampus	MIX	44	Human molecular genetics	2017	hg19/hg38		Genetic regulation of gene expression in the epileptic human hippocampus	No
28369037	459	eQTL	Blood	EUR	147	Nature genetics	2017	hg19/hg38		The impact of structural variation on human gene expression	No
28369037	460	eQTL	Muscle-Skeletal	EUR	147	Nature genetics	2017	hg19/hg38		The impact of structural variation on human gene expression	No
28369037	461	eQTL	Lung	EUR	147	Nature genetics	2017	hg19/hg38		The impact of structural variation on human gene expression	No
28369037	462	eQTL	Artery-Tibial	EUR	147	Nature genetics	2017	hg19/hg38		The impact of structural variation on human gene expression	No
28369037	463	eQTL	Artery-Aorta	EUR	147	Nature genetics	2017	hg19/hg38		The impact of structural variation on human gene expression	No
28369037	464	eQTL	Adipose-Subcutaneous	EUR	147	Nature genetics	2017	hg19/hg38		The impact of structural variation on human gene expression	No
28369037	465	eQTL	Thyroid Gland	EUR	147	Nature genetics	2017	hg19/hg38		The impact of structural variation on human gene expression	No
28369037	466	eQTL	Esophagus	EUR	147	Nature genetics	2017	hg19/hg38	Esophagus Mucosa	The impact of structural variation on human gene expression	No
28369037	467	eQTL	Esophagus	EUR	147	Nature genetics	2017	hg19/hg38	Esophagus Muscularis	The impact of structural variation on human gene expression	No
28369037	468	eQTL	Skin	EUR	147	Nature genetics	2017	hg19/hg38		The impact of structural variation on human gene expression	No
28369037	469	eQTL	Peripheral Nervous System	EUR	147	Nature genetics	2017	hg19/hg38		The impact of structural variation on human gene expression	No
28388430	470	eQTL	Stem cell-iPSC	EUR	215	Cell stem cell	2017	hg19/hg38	SNV	Large-Scale Profiling Reveals the Influence of Genetic Variation on Gene Expression in Human Induced Pluripotent Stem Cells	No
28388430	471	eQTL	Stem cell-iPSC	EUR	215	Cell stem cell	2017	hg19/hg38	indel	Large-Scale Profiling Reveals the Influence of Genetic Variation on Gene Expression in Human Induced Pluripotent Stem Cells	No
28388430	472	eQTL	Stem cell-iPSC	EUR	215	Cell stem cell	2017	hg19/hg38	CNV	Large-Scale Profiling Reveals the Influence of Genetic Variation on Gene Expression in Human Induced Pluripotent Stem Cells	No
28388432	473	eQTL	Liver	MIX	91	Cell stem cell	2017	hg19/hg38		Large, Diverse Population Cohorts of hiPSCs and Derived Hepatocyte-like Cells Reveal Functional Genetic Variation at Blood Lipid-Associated Loci	No
28388432	474	eQTL	Stem cell-iPSC	MIX	91	Cell stem cell	2017	hg19/hg38		Large, Diverse Population Cohorts of hiPSCs and Derived Hepatocyte-like Cells Reveal Functional Genetic Variation at Blood Lipid-Associated Loci	No
30545857	475	eQTL	Brain	MIX	1866	Science	2018	hg19/hg38		Comprehensive functional genomic resource and integrative model for the human brain	No
28489815	476	eQTL	Stem cell-iPSC	EUR	166	Nature	2017	hg19/hg38		Common genetic variation drives molecular heterogeneity in human iPSCs	No
28553958	477	eQTL	Blood-T cell CD4+	EAS	105	Nature genetics	2017	hg19/hg38		Polygenic burdens on cell-specific pathways underlie the risk of rheumatoid arthritis	No
28553958	478	eQTL	Blood-T cell CD8+	EAS	105	Nature genetics	2017	hg19/hg38		Polygenic burdens on cell-specific pathways underlie the risk of rheumatoid arthritis	No
28553958	479	eQTL	Blood-B cell	EAS	105	Nature genetics	2017	hg19/hg38		Polygenic burdens on cell-specific pathways underlie the risk of rheumatoid arthritis	No
28553958	480	eQTL	Blood-Natural killer cell	EAS	105	Nature genetics	2017	hg19/hg38		Polygenic burdens on cell-specific pathways underlie the risk of rheumatoid arthritis	No
28553958	481	eQTL	Blood-Monocyte	EAS	105	Nature genetics	2017	hg19/hg38		Polygenic burdens on cell-specific pathways underlie the risk of rheumatoid arthritis	No
28553958	482	eQTL	Blood	EAS	105	Nature genetics	2017	hg19/hg38		Polygenic burdens on cell-specific pathways underlie the risk of rheumatoid arthritis	No
28564610	483	eQTL	Peripheral Nervous System	EUR	214	Cell reports	2017	hg19/hg38	cis gene female	Effect of Human Genetic Variability on Gene Expression in Dorsal Root Ganglia and Association with Pain Phenotypes	No
28564610	484	eQTL	Peripheral Nervous System	EUR	214	Cell reports	2017	hg19/hg38	cis gene male	Effect of Human Genetic Variability on Gene Expression in Dorsal Root Ganglia and Association with Pain Phenotypes	No
28564610	485	eQTL	Peripheral Nervous System	EUR	214	Cell reports	2017	hg19/hg38	cis gene level	Effect of Human Genetic Variability on Gene Expression in Dorsal Root Ganglia and Association with Pain Phenotypes	No
28564610	486	eQTL	Peripheral Nervous System	EUR	214	Cell reports	2017	hg19/hg38	trans gene level	Effect of Human Genetic Variability on Gene Expression in Dorsal Root Ganglia and Association with Pain Phenotypes	No
28564610	487	eQTL	Peripheral Nervous System	EUR	214	Cell reports	2017	hg19/hg38	cis exon level	Effect of Human Genetic Variability on Gene Expression in Dorsal Root Ganglia and Association with Pain Phenotypes	No
28564610	488	eQTL	Peripheral Nervous System	EUR	214	Cell reports	2017	hg19/hg38	trans exon level	Effect of Human Genetic Variability on Gene Expression in Dorsal Root Ganglia and Association with Pain Phenotypes	No
28575649	489	eQTL	Kidney	EUR	96	American journal of human genetics	2017	hg19/hg38		Genetic-Variation-Driven Gene-Expression Changes Highlight Genes with Important Functions for Kidney Disease	No
28634199	490	eQTL	Pancreas	EUR	95	Gut	2017	hg19/hg38		Characterising cis-regulatory variation in the transcriptome of histologically normal and tumour-derived pancreatic tissues	No
28634199	491	eQTL	Pancreas	EUR	115	Gut	2017	hg19/hg38		Characterising cis-regulatory variation in the transcriptome of histologically normal and tumour-derived pancreatic tissues	No
28793313	492	eQTL	Blood	EAS	51	PLoS genetics	2017	hg19/hg38	stimulated	Deciphering the genetic control of gene expression following Mycobacterium leprae antigen stimulation	No
28793313	493	eQTL	Blood	EAS	51	PLoS genetics	2017	hg19/hg38	non-stimulated	Deciphering the genetic control of gene expression following Mycobacterium leprae antigen stimulation	No
28854703	494	eQTL	Placenta	AMR	159	Human molecular genetics	2017	hg19/hg38	original reported cis	Expression quantitative trait loci (eQTLs) in human placentas suggest developmental origins of complex diseases	No
28854703	495	eQTL	Placenta	AMR	159	Human molecular genetics	2017	hg19/hg38	original reported trans	Expression quantitative trait loci (eQTLs) in human placentas suggest developmental origins of complex diseases	No
28869584	496	eQTL	Brain-Prefrontal Cortex	EUR	494	Nature neuroscience	2017	hg19/hg38		An xQTL map integrates the genetic architecture of the human brain's transcriptome and epigenome	No
28892072	497	eQTL	Blood	EUR	512	Translational psychiatry	2017	hg19/hg38		Neuregulin signaling pathway in smoking behavior	No
28903782	498	eQTL	Blood	EUR	205	Genome biology	2017	hg19/hg38		Natural genetic variation of the cardiac transcriptome in non-diseased donors and patients with dilated cardiomyopathy	No
28980070	499	eQTL	Blood	EAS	43	Molecular genetics and genomics : MGG	2017	hg19/hg38	original reported cis	The distribution and functional relevance analysis of runs of homozygosity (ROHs) in Chinese Han female population	No
28980070	500	eQTL	Blood	EAS	43	Molecular genetics and genomics : MGG	2017	hg19/hg38	original reported trans	The distribution and functional relevance analysis of runs of homozygosity (ROHs) in Chinese Han female population	No
29036324	501	eQTL	Adrenal Gland	MIX	77	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	502	eQTL	Bladder	MIX	408	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	503	eQTL	Breast	MIX	1092	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	504	eQTL	Cervix	MIX	300	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	505	eQTL	Gallbladder	MIX	36	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	506	eQTL	Large Intestine-Colon	MIX	286	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	507	eQTL	Lymphocyte	MIX	48	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	508	eQTL	Esophagus	MIX	184	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	509	eQTL	Brain	MIX	150	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	510	eQTL	Brain	MIX	518	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	511	eQTL	Kidney	MIX	66	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	512	eQTL	Kidney	MIX	527	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	513	eQTL	Kidney	MIX	290	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	514	eQTL	Blood	MIX	123	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	515	eQTL	Brain	MIX	515	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	516	eQTL	Liver	MIX	369	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	517	eQTL	Lung	MIX	514	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	518	eQTL	Lung	MIX	500	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	519	eQTL	Breast	MIX	87	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	520	eQTL	Ovary	MIX	301	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	521	eQTL	Pancreas	MIX	178	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	522	eQTL	Adrenal Gland	MIX	178	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	523	eQTL	Prostate	MIX	494	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	524	eQTL	Large Intestine-Colon	MIX	94	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	525	eQTL	Skin	MIX	258	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	526	eQTL	Skin	MIX	103	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	527	eQTL	Stomach	MIX	415	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	528	eQTL	Testis	MIX	150	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	529	eQTL	Thyroid Gland	MIX	503	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	530	eQTL	Thymus	MIX	120	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	531	eQTL	Uterus	MIX	176	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	532	eQTL	Uterus	MIX	56	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	533	eQTL	Eye	MIX	80	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	534	eQTL	Adrenal Gland	MIX	77	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	535	eQTL	Bladder	MIX	408	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	536	eQTL	Breast	MIX	1092	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	537	eQTL	Cervix	MIX	300	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	538	eQTL	Gallbladder	MIX	36	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	539	eQTL	Large Intestine-Colon	MIX	286	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	540	eQTL	Lymphocyte	MIX	48	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	541	eQTL	Esophagus	MIX	184	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	542	eQTL	Brain	MIX	150	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	543	eQTL	Brain	MIX	518	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	544	eQTL	Kidney	MIX	66	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	545	eQTL	Kidney	MIX	527	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	546	eQTL	Kidney	MIX	290	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	547	eQTL	Blood	MIX	123	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	548	eQTL	Brain	MIX	515	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	549	eQTL	Liver	MIX	369	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	550	eQTL	Lung	MIX	514	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	551	eQTL	Lung	MIX	500	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	552	eQTL	Breast	MIX	87	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	553	eQTL	Ovary	MIX	301	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	554	eQTL	Pancreas	MIX	178	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	555	eQTL	Adrenal Gland	MIX	178	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	556	eQTL	Prostate	MIX	494	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	557	eQTL	Large Intestine-Colon	MIX	94	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	558	eQTL	Skin	MIX	258	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	559	eQTL	Skin	MIX	103	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	560	eQTL	Stomach	MIX	415	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	561	eQTL	Testis	MIX	150	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	562	eQTL	Thyroid Gland	MIX	503	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	563	eQTL	Thymus	MIX	120	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	564	eQTL	Uterus	MIX	176	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	565	eQTL	Uterus	MIX	56	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29036324	566	eQTL	Eye	MIX	80	Nucleic acids research	2018	hg19/hg38		PancanQTL: systematic identification of cis-eQTLs and trans-eQTLs in 33 cancer types	No
29058714	567	eQTL	Adipose	MIX	1745	Nature genetics	2017	hg19/hg38		Predicting causal variants affecting expression by using whole-genome sequencing and RNA-seq from multiple human tissues	No
29058714	568	eQTL	Lymphocyte	MIX	1745	Nature genetics	2017	hg19/hg38		Predicting causal variants affecting expression by using whole-genome sequencing and RNA-seq from multiple human tissues	No
29058714	569	eQTL	Skin	MIX	1745	Nature genetics	2017	hg19/hg38		Predicting causal variants affecting expression by using whole-genome sequencing and RNA-seq from multiple human tissues	No
29058714	570	eQTL	Blood	MIX	1745	Nature genetics	2017	hg19/hg38		Predicting causal variants affecting expression by using whole-genome sequencing and RNA-seq from multiple human tissues	No
29142228	571	eQTL	Brain-Hippocampus	EUR	110	nature communications	2017	hg19/hg38		Genome-wide mapping of genetic determinants influencing DNA methylation and gene expression in human hippocampus	No
29229984	572	eQTL	Stem cell-iPSC	MIX	107	Nature genetics	2017	hg19/hg38		Molecular and functional variation in iPSC-derived sensory neurons	No
29282317	573	eQTL	Blood	EUR	1000	Proceedings of the National Academy of Sciences of the United States of America	2017	hg19/hg38	stimulation	Distinctive roles of age, sex, and genetics in shaping transcriptional variation of human immune responses to microbial challenges	No
29282317	574	eQTL	Blood	EUR	1000	Proceedings of the National Academy of Sciences of the United States of America	2017	hg19/hg38	non-stimulated	Distinctive roles of age, sex, and genetics in shaping transcriptional variation of human immune responses to microbial challenges	No
29382897	575	eQTL	Brain	MIX	173	Scientific reports	2019	hg19/hg38		Integrative genomic analysis of methylphenidate response in attention-deficit/hyperactivity disorder	No
29522853	576	eQTL	Epithelium	MIX	77	The Journal of allergy and clinical immunology	2018	hg19/hg38	bronchial	Nasal epithelium as a proxy for bronchial epithelium for smoking-induced gene expression and expression Quantitative Trait Loci	No
29522853	577	eQTL	Epithelium	MIX	77	The Journal of allergy and clinical immunology	2018	hg19/hg38	nasal	Nasal epithelium as a proxy for bronchial epithelium for smoking-induced gene expression and expression Quantitative Trait Loci	No
29610479	578	eQTL	Blood	EUR	45	Nature genetics	2018	hg19/hg38		Single-cell RNA sequencing identifies celltype-specific cis-eQTLs and co-expression QTLs	No
29610479	579	eQTL	Dendritic cells	EUR	45	Nature genetics	2018	hg19/hg38		Single-cell RNA sequencing identifies celltype-specific cis-eQTLs and co-expression QTLs	No
29610479	580	eQTL	Blood-T cell CD4+	EUR	45	Nature genetics	2018	hg19/hg38		Single-cell RNA sequencing identifies celltype-specific cis-eQTLs and co-expression QTLs	No
29610479	581	eQTL	Blood-T cell CD8+	EUR	45	Nature genetics	2018	hg19/hg38		Single-cell RNA sequencing identifies celltype-specific cis-eQTLs and co-expression QTLs	No
29610479	582	eQTL	Blood-Natural killer cell	EUR	45	Nature genetics	2018	hg19/hg38		Single-cell RNA sequencing identifies celltype-specific cis-eQTLs and co-expression QTLs	No
29610479	583	eQTL	Blood-Monocyte	EUR	45	Nature genetics	2018	hg19/hg38		Single-cell RNA sequencing identifies celltype-specific cis-eQTLs and co-expression QTLs	No
29610479	584	eQTL	Blood-B cell	EUR	45	Nature genetics	2018	hg19/hg38		Single-cell RNA sequencing identifies celltype-specific cis-eQTLs and co-expression QTLs	No
29650998	585	eQTL	Liver	EUR	588	Scientific reports	2018	hg19/hg38		A mega-analysis of expression quantitative trait loci (eQTL) provides insight into the regulatory architecture of gene expression variation in liver	No
29727689	586	eQTL	Breast	EUR	1895	American journal of human genetics	2018	hg19/hg38		A Comprehensive cis-eQTL Analysis Revealed Target Genes in Breast Cancer Susceptibility Loci Identified in Genome-wide Association Studies	No
29727689	587	eQTL	Breast	EUR	536	American journal of human genetics	2018	hg19/hg38		A Comprehensive cis-eQTL Analysis Revealed Target Genes in Breast Cancer Susceptibility Loci Identified in Genome-wide Association Studies	No
29727689	588	eQTL	Breast	EUR	251	American journal of human genetics	2018	hg19/hg38		A Comprehensive cis-eQTL Analysis Revealed Target Genes in Breast Cancer Susceptibility Loci Identified in Genome-wide Association Studies	No
29727689	589	eQTL	Breast	EUR	138	American journal of human genetics	2018	hg19/hg38		A Comprehensive cis-eQTL Analysis Revealed Target Genes in Breast Cancer Susceptibility Loci Identified in Genome-wide Association Studies	No
29930244	590	eQTL	Blood-T cell CD4+	EUR	323	nature communications	2018	hg19/hg38		IBD risk loci are enriched in multigenic regulatory modules encompassing putative causative genes	No
29930244	591	eQTL	Blood-T cell CD8+	EUR	323	nature communications	2018	hg19/hg38		IBD risk loci are enriched in multigenic regulatory modules encompassing putative causative genes	No
29930244	592	eQTL	Blood-B cell CD19+	EUR	323	nature communications	2018	hg19/hg38		IBD risk loci are enriched in multigenic regulatory modules encompassing putative causative genes	No
29930244	593	eQTL	Blood-Monocytes CD14+	EUR	323	nature communications	2018	hg19/hg38		IBD risk loci are enriched in multigenic regulatory modules encompassing putative causative genes	No
29930244	594	eQTL	Blood	EUR	323	nature communications	2018	hg19/hg38	CD15	IBD risk loci are enriched in multigenic regulatory modules encompassing putative causative genes	No
29930244	595	eQTL	Blood	EUR	323	nature communications	2018	hg19/hg38	platelets	IBD risk loci are enriched in multigenic regulatory modules encompassing putative causative genes	No
29930244	596	eQTL	Small Intestine-Ileum	EUR	323	nature communications	2018	hg19/hg38		IBD risk loci are enriched in multigenic regulatory modules encompassing putative causative genes	No
29930244	597	eQTL	Large Intestine-Rectum	EUR	323	nature communications	2018	hg19/hg38		IBD risk loci are enriched in multigenic regulatory modules encompassing putative causative genes	No
29930244	598	eQTL	Large Intestine	EUR	323	nature communications	2018	hg19/hg38		IBD risk loci are enriched in multigenic regulatory modules encompassing putative causative genes	No
30061686	599	eQTL	Cervix	EUR	229	Scientific reports	2018	hg19/hg38	original reported cis	Genetic regulation of disease risk and endometrial gene expression highlights potential target genes for endometriosis and polycystic ovarian syndrome	No
30061686	600	eQTL	Cervix	EUR	229	Scientific reports	2018	hg19/hg38	original reported trans	Genetic regulation of disease risk and endometrial gene expression highlights potential target genes for endometriosis and polycystic ovarian syndrome	No
30205839	601	eQTL	Breast	MIX	1000	Genome biology	2018	hg19/hg38		Cancer expression quantitative trait loci (eQTLs) can be determined from heterogeneous tumor gene expression data by modeling variation in tumor purity	No
30218040	602	eQTL	Blood	EUR	3256	nature communications	2018	hg19/hg38		Autosomal genetic variation is associated with DNA methylation in regions variably escaping X-chromosome inactivation	No
30224808	603	eQTL	Brain	MIX	93	Nature neuroscience	2018	hg19/hg38		Enhancers active in dopamine neurons are a primary link between genetic variation and neuropsychiatric disease	No
30224808	604	eQTL	Brain	MIX	93	Nature neuroscience	2018	hg19/hg38		Enhancers active in dopamine neurons are a primary link between genetic variation and neuropsychiatric disease	No
30283144	605	eQTL	Large Intestine-Colon	MIX	144	British journal of cancer	2018	hg19/hg38	original reported cis	Colon-specific eQTL analysis to inform on functional SNPs	No
30283144	606	eQTL	Large Intestine-Colon	MIX	144	British journal of cancer	2018	hg19/hg38	original reported trans	Colon-specific eQTL analysis to inform on functional SNPs	No
30340504	607	eQTL	Blood	MIX	379	Genome biology	2018	hg19/hg38		Discovering in vivo cytokine-eQTL interactions from a lupus clinical trial	No
30449622	608	eQTL	Blood-B cell	MIX	106	Cell	2018	hg19/hg38		Impact of Genetic Polymorphisms on Human Immune Cell Gene Expression	No
30449622	609	eQTL	Blood-T cell CD4+ naive	MIX	106	Cell	2018	hg19/hg38		Impact of Genetic Polymorphisms on Human Immune Cell Gene Expression	No
30449622	610	eQTL	Blood-T cell CD4+ activated	MIX	106	Cell	2018	hg19/hg38		Impact of Genetic Polymorphisms on Human Immune Cell Gene Expression	No
